|2021-09-03 16:39:31,873|root|INFO|test_upp||building model.....|
|2021-09-03 16:39:32,024|root|INFO|test_upp||done|
|2021-09-03 16:39:32,024|root|INFO|test_upp||move to GPU.....|
|2021-09-03 16:39:34,845|root|INFO|test_upp||done|
|2021-09-03 16:39:34,846|root|INFO|test_upp||standby....|
|2021-09-03 16:39:35,847|root|INFO|test_upp||-----------------------------------------|
|2021-09-03 16:39:35,847|root|INFO|test_upp||processing 610.jpg|
|2021-09-03 16:39:36,096|root|INFO|test_upp||cls name: 建筑|
|2021-09-03 16:39:36,770|root|INFO|test_upp||0/10|
|2021-09-03 16:39:37,706|root|INFO|test_upp||1/10|
|2021-09-03 16:39:38,617|root|INFO|test_upp||2/10|
|2021-09-03 16:39:39,525|root|INFO|test_upp||3/10|
|2021-09-03 16:39:40,436|root|INFO|test_upp||4/10|
|2021-09-03 16:39:41,346|root|INFO|test_upp||5/10|
|2021-09-03 16:39:42,253|root|INFO|test_upp||6/10|
|2021-09-03 16:39:43,167|root|INFO|test_upp||7/10|
|2021-09-03 16:39:44,075|root|INFO|test_upp||8/10|
|2021-09-03 16:39:44,983|root|INFO|test_upp||9/10|
|2021-09-03 16:39:45,888|root|INFO|test_upp||10/10|
|2021-09-03 16:39:50,190|root|INFO|test_upp||cls name: 水域|
|2021-09-03 16:39:50,495|root|INFO|test_upp||0/10|
|2021-09-03 16:39:51,439|root|INFO|test_upp||1/10|
|2021-09-03 16:39:52,401|root|INFO|test_upp||2/10|
|2021-09-03 16:39:53,289|root|INFO|test_upp||3/10|
|2021-09-03 16:39:54,197|root|INFO|test_upp||4/10|
|2021-09-03 16:39:55,107|root|INFO|test_upp||5/10|
|2021-09-03 16:39:56,020|root|INFO|test_upp||6/10|
|2021-09-03 16:39:56,925|root|INFO|test_upp||7/10|
|2021-09-03 16:39:57,821|root|INFO|test_upp||8/10|
|2021-09-03 16:39:58,731|root|INFO|test_upp||9/10|
|2021-09-03 16:39:59,638|root|INFO|test_upp||10/10|
|2021-09-03 16:40:03,989|root|INFO|test_upp||cls name: 耕地|
|2021-09-03 16:40:04,425|root|INFO|test_upp||0/10|
|2021-09-03 16:40:05,326|root|INFO|test_upp||1/10|
|2021-09-03 16:40:06,239|root|INFO|test_upp||2/10|
|2021-09-03 16:40:07,151|root|INFO|test_upp||3/10|
|2021-09-03 16:40:08,080|root|INFO|test_upp||4/10|
|2021-09-03 16:40:08,983|root|INFO|test_upp||5/10|
|2021-09-03 16:40:09,897|root|INFO|test_upp||6/10|
|2021-09-03 16:40:10,807|root|INFO|test_upp||7/10|
|2021-09-03 16:40:11,710|root|INFO|test_upp||8/10|
|2021-09-03 16:40:12,622|root|INFO|test_upp||9/10|
|2021-09-03 16:40:13,569|root|INFO|test_upp||10/10|
|2021-09-03 16:40:17,908|root|INFO|test_upp||cls name: 绿地|
|2021-09-03 16:40:18,417|root|INFO|test_upp||0/10|
|2021-09-03 16:40:19,326|root|INFO|test_upp||1/10|
|2021-09-03 16:40:20,245|root|INFO|test_upp||2/10|
|2021-09-03 16:40:21,154|root|INFO|test_upp||3/10|
|2021-09-03 16:40:22,065|root|INFO|test_upp||4/10|
|2021-09-03 16:40:22,972|root|INFO|test_upp||5/10|
|2021-09-03 16:40:23,876|root|INFO|test_upp||6/10|
|2021-09-03 16:40:24,780|root|INFO|test_upp||7/10|
|2021-09-03 16:40:25,681|root|INFO|test_upp||8/10|
|2021-09-03 16:40:26,577|root|INFO|test_upp||9/10|
|2021-09-03 16:40:27,485|root|INFO|test_upp||10/10|
|2021-09-03 16:40:31,392|root|INFO|test_upp||cls name: 森林|
|2021-09-03 16:40:31,855|root|INFO|test_upp||0/10|
|2021-09-03 16:40:32,785|root|INFO|test_upp||1/10|
|2021-09-03 16:40:33,706|root|INFO|test_upp||2/10|
|2021-09-03 16:40:34,612|root|INFO|test_upp||3/10|
|2021-09-03 16:40:35,518|root|INFO|test_upp||4/10|
|2021-09-03 16:40:36,413|root|INFO|test_upp||5/10|
|2021-09-03 16:40:37,312|root|INFO|test_upp||6/10|
|2021-09-03 16:40:38,266|root|INFO|test_upp||7/10|
|2021-09-03 16:40:39,278|root|INFO|test_upp||8/10|
